Date,competition,home_team,home_goals,home_points,away_team,away_goals,away_points,total_home_score,total_away_score
2/18/18,Allianz Football League Roinn 1,Monaghan,1,13,Kerry,0,14,16,14
2/18/18,Allianz Football League Roinn 2,Cavan,2,14,Meath,1,12,20,15
2/18/18,Allianz Football League Roinn 3,Sligo,0,8,Fermanagh,0,13,8,13
2/18/18,Allianz Football League Roinn 3,Derry,1,15,Offaly,0,13,18,13
2/24/18,Allianz Football League Roinn 1,Mayo,0,12,Dublin,2,10,12,16
2/24/18,Allianz Football League Roinn 1,Monaghan,0,15,Tyrone,0,14,15,14
2/24/18,Allianz Football League Roinn 2,Tipperary,2,15,Meath,1,10,21,13
2/24/18,Allianz Football League Roinn 3,Fermanagh,1,16,Derry,3,8,19,17
2/24/18,Allianz Football League Roinn 4,Waterford,2,9,Carlow,2,12,15,18
2/25/18,Allianz Football League Roinn 1,Donegal,1,15,Kildare,3,7,18,16
2/25/18,Allianz Football League Roinn 1,Kerry,0,14,Galway,1,14,14,17
2/25/18,Allianz Football League Roinn 2,Cork,0,11,Cavan,0,14,11,14
2/25/18,Allianz Football League Roinn 2,Down,1,10,Clare,1,12,13,15
2/25/18,Allianz Football League Roinn 2,Louth,0,12,Roscommon,1,21,12,24
2/25/18,Allianz Football League Roinn 3,Westmeath,0,20,Sligo,0,14,20,14
2/25/18,Allianz Football League Roinn 3,Longford,1,12,Wexford,0,9,15,9
2/25/18,Allianz Football League Roinn 3,Offaly,1,9,Armagh,1,15,12,18
2/25/18,Allianz Football League Roinn 4,Leitrim,2,18,Limerick,1,9,24,12
2/25/18,Allianz Football League Roinn 4,Wicklow,0,10,Laois,1,16,10,19
2/25/18,Allianz Football League Roinn 4,London,0,13,Antrim,0,17,13,17
3/10/18,Allianz Football League Roinn 1,Tyrone,2,13,Donegal,1,10,19,13
3/10/18,Allianz Football League Roinn 2,Cavan,0,17,Down,0,14,17,14
3/10/18,Allianz Football League Roinn 3,Wexford,1,10,Offaly,1,13,13,16
3/10/18,Allianz Football League Roinn 3,Armagh,1,15,Derry,0,14,18,14
3/10/18,Allianz Football League Roinn 4,Limerick,2,10,Waterford,2,9,16,15
3/10/18,Allianz Football League Roinn 4,Carlow,1,17,Wicklow,0,12,20,12
3/11/18,Allianz Football League Roinn 2,Tipperary,2,17,Louth,0,9,23,9
3/11/18,Allianz Football League Roinn 2,Clare,2,12,Roscommon,2,19,18,25
3/11/18,Allianz Football League Roinn 2,Meath,1,15,Cork,2,16,18,22
3/11/18,Allianz Football League Roinn 3,Sligo,0,18,Longford,2,12,18,18
3/11/18,Allianz Football League Roinn 3,Westmeath,0,14,Fermanagh,1,9,14,12
3/11/18,Allianz Football League Roinn 4,London,2,9,Laois,0,17,15,17
3/17/18,Allianz Football League Roinn 1,Kerry,0,19,Kildare,0,14,19,14
3/17/18,Allianz Football League Roinn 2,Cork,0,12,Clare,0,14,12,14
3/18/18,Allianz Football League Roinn 1,Galway,0,13,Dublin,0,13,13,13
3/18/18,Allianz Football League Roinn 1,Monaghan,1,16,Donegal,1,10,19,13
3/18/18,Allianz Football League Roinn 1,Mayo,0,8,Tyrone,2,14,8,20
3/18/18,Allianz Football League Roinn 2,Roscommon,0,15,Cavan,0,13,15,13
3/18/18,Allianz Football League Roinn 3,Derry,2,20,Wexford,3,8,26,17
3/18/18,Allianz Football League Roinn 3,Longford,1,16,Westmeath,1,12,19,15
3/18/18,Allianz Football League Roinn 3,Fermanagh,0,7,Armagh,0,7,7,7
3/18/18,Allianz Football League Roinn 4,Antrim,0,12,Carlow,1,12,12,15
3/19/18,Allianz Football League Roinn 3,Offaly,0,8,Sligo,0,8,8,8
3/19/18,Allianz Football League Roinn 4,Waterford,0,0,Leitrim,0,0,0,0
3/19/18,Allianz Football League Roinn 4,Wicklow,0,0,Limerick,0,0,0,0
3/25/18,Allianz Football League Roinn 1,Dublin,0,17,Monaghan,2,12,17,18
3/25/18,Allianz Football League Roinn 1,Donegal,0,13,Mayo,0,13,13,13
3/25/18,Allianz Football League Roinn 1,Kildare,0,10,Galway,0,16,10,16
3/25/18,Allianz Football League Roinn 1,Tyrone,1,17,Kerry,0,14,20,14
3/25/18,Allianz Football League Roinn 2,Roscommon,0,17,Cork,1,11,17,14
3/25/18,Allianz Football League Roinn 2,Meath,4,14,Down,1,14,26,17
3/25/18,Allianz Football League Roinn 2,Clare,3,12,Louth,1,11,21,14
3/25/18,Allianz Football League Roinn 2,Cavan,0,17,Tipperary,2,10,17,16
3/25/18,Allianz Football League Roinn 3,Wexford,0,12,Armagh,1,8,12,11
3/25/18,Allianz Football League Roinn 3,Longford,1,9,Fermanagh,1,10,12,13
3/25/18,Allianz Football League Roinn 3,Sligo,3,11,Derry,2,12,20,18
3/25/18,Allianz Football League Roinn 3,Westmeath,1,14,Offaly,1,20,17,23
3/25/18,Allianz Football League Roinn 4,Carlow,0,8,Laois,1,6,8,9
3/25/18,Allianz Football League Roinn 4,London,1,14,Waterford,1,16,17,19
3/25/18,Allianz Football League Roinn 4,Limerick,0,12,Antrim,1,13,12,16
3/25/18,Allianz Football League Roinn 4,Leitrim,2,15,Wicklow,0,10,21,10
3/31/18,Allianz Football League Roinn 2,Down,2,11,Tipperary,1,11,17,14
3/31/18,Allianz Football League Roinn 2,Louth,0,7,Meath,1,12,7,15
3/31/18,Allianz Football League Roinn 3,Armagh,1,16,Fermanagh,0,17,19,17
3/31/18,Allianz Football League Roinn 4,Carlow,0,11,Laois,0,15,11,15
4/1/18,Allianz Football League Roinn 1,Dublin,0,18,Galway,0,14,18,14
4/1/18,Allianz Football League Roinn 2,Cavan,4,12,Roscommon,4,16,24,28
5/6/18,Connacht GAA Football Senior Championship,London,1,11,Sligo,1,21,14,24
5/6/18,Connacht GAA Football Senior Championship,New_york,1,15,Leitrim,0,19,18,19
5/12/18,Leinster GAA Football Senior Championship,Wexford,1,18,Laois,2,21,21,27
5/13/18,Connacht GAA Football Senior Championship,Mayo,0,12,Galway,1,12,12,15
5/13/18,Leinster GAA Football Senior Championship,Louth,0,12,Carlow,2,17,12,23
5/13/18,Leinster GAA Football Senior Championship,Offaly,1,15,Wicklow,1,20,18,23
5/13/18,Ulster GAA Football Senior Championship,Donegal,2,20,Cavan,1,15,26,18
5/19/18,Munster GAA Football Senior Championship,Limerick,0,14,Clare,1,23,14,26
5/19/18,Munster GAA Football Senior Championship,Tipperary,0,20,Waterford,0,9,20,9
5/19/18,Ulster GAA Football Senior Championship,Fermanagh,0,12,Armagh,0,7,12,7
5/20/18,Ulster GAA Football Senior Championship,Tyrone,1,16,Monaghan,1,18,19,21
5/26/18,Connacht GAA Football Senior Championship,Leitrim,0,10,Roscommon,0,24,10,24
5/26/18,Leinster GAA Football Senior Championship,Westmeath,1,12,Laois,4,13,15,25
5/26/18,Munster GAA Football Senior Championship,Tipperary,0,9,Cork,1,17,9,20
5/26/18,Ulster GAA Football Senior Championship,Down,1,18,Antrim,1,14,21,17
5/27/18,Leinster GAA Football Senior Championship,Kildare,1,10,Carlow,2,14,13,20
5/27/18,Leinster GAA Football Senior Championship,Longford,0,16,Meath,0,14,16,14
5/27/18,Leinster GAA Football Senior Championship,Dublin,4,25,Wicklow,1,11,37,14
5/27/18,Ulster GAA Football Senior Championship,Derry,0,16,Donegal,2,16,16,22
6/3/18,Connacht GAA Football Senior Championship,Galway,4,24,Sligo,1,12,36,15
6/3/18,Munster GAA Football Senior Championship,Kerry,0,32,Clare,0,10,32,10
6/3/18,Ulster GAA Football Senior Championship,Fermanagh,1,8,Monaghan,0,10,11,10
6/9/18,GAA Football All-Ireland Senior Championship,Wexford,1,18,Waterford,3,14,21,23
6/9/18,GAA Football All-Ireland Senior Championship,Derry,2,14,Kildare,2,22,20,28
6/9/18,GAA Football All-Ireland Senior Championship,Meath,0,19,Tyrone,2,14,19,20
6/9/18,GAA Football All-Ireland Senior Championship,Limerick,3,7,Mayo,5,19,16,34
6/9/18,GAA Football All-Ireland Senior Championship,Offaly,2,20,Antrim,1,15,26,18
6/9/18,GAA Football All-Ireland Senior Championship,Wicklow,1,5,Cavan,2,16,8,22
6/9/18,GAA Football All-Ireland Senior Championship,Westmeath,1,11,Armagh,3,16,14,25
6/10/18,GAA Football All-Ireland Senior Championship,London,1,19,Louth,2,26,22,32
6/10/18,Leinster GAA Football Senior Championship,Carlow,0,8,Laois,0,12,8,12
6/10/18,Leinster GAA Football Senior Championship,Dublin,2,25,Longford,0,12,31,12
6/10/18,Ulster GAA Football Senior Championship,Donegal,2,22,Down,1,12,28,15
6/17/18,Connacht GAA Football Senior Championship,Roscommon,2,6,Galway,0,16,12,16
6/23/18,GAA Football All-Ireland Senior Championship,Waterford,0,9,Monaghan,5,21,9,36
6/23/18,GAA Football All-Ireland Senior Championship,Carlow,1,10,Tyrone,4,13,13,25
6/23/18,GAA Football All-Ireland Senior Championship,Cavan,1,14,Down,0,15,17,15
6/23/18,GAA Football All-Ireland Senior Championship,Tipperary,1,11,Mayo,1,19,14,22
6/23/18,GAA Football All-Ireland Senior Championship,Sligo,1,13,Armagh,1,19,16,22
6/23/18,GAA Football All-Ireland Senior Championship,Longford,1,13,Kildare,1,16,16,19
6/23/18,GAA Football All-Ireland Senior Championship,Leitrim,0,25,Louth,1,12,25,15
6/23/18,Munster GAA Football Senior Championship,Cork,2,4,Kerry,3,18,10,27
6/24/18,GAA Football All-Ireland Senior Championship,Offaly,2,14,Clare,1,19,20,22
6/24/18,Leinster GAA Football Senior Championship,Dublin,1,25,Laois,0,10,28,10
6/24/18,Ulster GAA Football Senior Championship,Donegal,2,18,Fermanagh,0,12,24,12
6/30/18,GAA Football All-Ireland Senior Championship,Leitrim,0,9,Monaghan,1,19,9,22
6/30/18,GAA Football All-Ireland Senior Championship,Armagh,2,16,Clare,1,15,22,18
6/30/18,GAA Football All-Ireland Senior Championship,Cavan,1,12,Tyrone,0,18,15,18
6/30/18,GAA Football All-Ireland Senior Championship,Kildare,0,21,Mayo,0,19,21,19
7/7/18,GAA Football All-Ireland Senior Championship,Roscommon,2,22,Armagh,1,19,28,22
7/7/18,GAA Football All-Ireland Senior Championship,Cork,0,13,Tyrone,3,20,13,29
7/7/18,GAA Football All-Ireland Senior Championship,Tipperary,0,18,Kildare,3,20,18,29
7/8/18,GAA Football All-Ireland Senior Championship,Laois,1,11,Monaghan,0,19,14,19
7/14/18,GAA Football All-Ireland Senior Championship,Tyrone,4,24,Roscommon,2,12,36,18
7/14/18,GAA Football All-Ireland Senior Championship,Dublin,2,15,Donegal,0,16,21,16
7/15/18,GAA Football All-Ireland Senior Championship,Kildare,1,10,Monaghan,0,15,13,15
7/15/18,GAA Football All-Ireland Senior Championship,Kerry,1,10,Galway,1,13,13,16
7/21/18,GAA Football All-Ireland Senior Championship,Roscommon,0,13,Donegal,0,20,13,20
7/21/18,GAA Football All-Ireland Senior Championship,Tyrone,0,14,Dublin,1,14,14,17
7/22/18,GAA Football All-Ireland Senior Championship,Kildare,0,16,Galway,0,19,16,19
7/22/18,GAA Football All-Ireland Senior Championship,Monaghan,1,17,Kerry,1,17,20,20
8/4/18,GAA Football All-Ireland Senior Championship,Kerry,3,25,Kildare,2,16,34,22
8/4/18,GAA Football All-Ireland Senior Championship,Galway,0,8,Monaghan,0,16,8,16
8/5/18,GAA Football All-Ireland Senior Championship,Donegal,1,13,Tyrone,2,17,16,23
8/5/18,GAA Football All-Ireland Senior Championship,Dublin,4,24,Roscommon,2,16,36,22
8/11/18,GAA Football All-Ireland Senior Championship,Dublin,1,24,Galway,2,12,27,18
8/12/18,GAA Football All-Ireland Senior Championship,Monaghan,0,15,Tyrone,1,13,15,16
9/2/18,GAA Football All-Ireland Senior Championship,Dublin,2,17,Tyrone,1,14,23,17
1/26/19,Allianz Football League Roinn 1,Mayo,1,8,Roscommon,1,7,11,10
1/26/19,Allianz Football League Roinn 3,Down,1,12,Laois,2,15,15,21
1/26/19,Allianz Football League Roinn 4,Waterford,0,9,Wicklow,1,7,9,10
1/27/19,Allianz Football League Roinn 1,Monaghan,2,13,Dublin,1,13,19,16
1/27/19,Allianz Football League Roinn 1,Kerry,0,11,Tyrone,0,7,11,7
1/27/19,Allianz Football League Roinn 1,Galway,0,13,Cavan,0,11,13,11
1/27/19,Allianz Football League Roinn 2,Clare,0,13,Donegal,0,16,13,16
1/27/19,Allianz Football League Roinn 2,Kildare,0,14,Armagh,1,11,14,14
1/27/19,Allianz Football League Roinn 2,Fermanagh,0,8,Cork,1,5,8,8
1/27/19,Allianz Football League Roinn 2,Meath,0,15,Tipperary,1,8,15,11
1/27/19,Allianz Football League Roinn 3,Carlow,1,11,Sligo,0,7,14,7
1/27/19,Allianz Football League Roinn 3,Offaly,0,12,Westmeath,0,13,12,13
1/27/19,Allianz Football League Roinn 3,Louth,0,9,Longford,1,8,9,11
1/27/19,Allianz Football League Roinn 4,Antrim,1,9,Derry,1,10,12,13
1/27/19,Allianz Football League Roinn 4,London,0,10,Limerick,0,11,10,11
1/27/19,Allianz Football League Roinn 4,Leitrim,3,15,Wexford,0,11,24,11
2/2/19,Allianz Football League Roinn 1,Dublin,1,15,Galway,0,7,18,7
2/2/19,Allianz Football League Roinn 2,Donegal,1,13,Meath,0,14,16,14
2/2/19,Allianz Football League Roinn 3,Westmeath,1,10,Carlow,2,7,13,13
2/2/19,Allianz Football League Roinn 3,Laois,1,9,Louth,3,8,12,17
2/3/19,Allianz Football League Roinn 1,Cavan,0,13,Kerry,0,16,13,16
2/3/19,Allianz Football League Roinn 1,Roscommon,1,12,Monaghan,0,13,15,13
2/3/19,Allianz Football League Roinn 1,Tyrone,0,10,Mayo,2,13,10,19
2/3/19,Allianz Football League Roinn 2,Cork,0,10,Kildare,1,10,10,13
2/3/19,Allianz Football League Roinn 2,Armagh,1,13,Clare,2,10,16,16
2/3/19,Allianz Football League Roinn 2,Tipperary,2,5,Fermanagh,2,5,11,11
2/3/19,Allianz Football League Roinn 3,Longford,1,6,Offaly,0,9,9,9
2/3/19,Allianz Football League Roinn 3,Sligo,1,10,Down,1,12,13,15
2/3/19,Allianz Football League Roinn 4,Derry,0,19,London,1,9,19,12
2/3/19,Allianz Football League Roinn 4,Limerick,1,13,Waterford,0,10,16,10
2/3/19,Allianz Football League Roinn 4,Wexford,1,10,Antrim,0,9,13,9
2/3/19,Allianz Football League Roinn 4,Wicklow,1,12,Leitrim,1,16,15,19
2/9/19,Allianz Football League Roinn 1,Kerry,1,18,Dublin,2,14,21,20
2/9/19,Allianz Football League Roinn 1,Mayo,1,13,Cavan,0,11,16,11
2/9/19,Allianz Football League Roinn 2,Fermanagh,0,8,Kildare,0,6,8,6
2/9/19,Allianz Football League Roinn 3,Down,0,10,Westmeath,0,9,10,9
2/10/19,Allianz Football League Roinn 1,Roscommon,1,10,Tyrone,1,10,13,13
2/10/19,Allianz Football League Roinn 1,Monaghan,0,11,Galway,1,9,11,12
2/10/19,Allianz Football League Roinn 2,Clare,3,13,Cork,1,10,22,13
2/10/19,Allianz Football League Roinn 2,Tipperary,3,9,Donegal,0,13,18,13
2/10/19,Allianz Football League Roinn 2,Meath,2,13,Armagh,0,13,19,13
2/10/19,Allianz Football League Roinn 3,Laois,2,18,Sligo,2,10,24,16
2/10/19,Allianz Football League Roinn 3,Carlow,0,9,Longford,1,11,9,14
2/10/19,Allianz Football League Roinn 3,Offaly,2,8,Louth,2,10,14,16
2/10/19,Allianz Football League Roinn 4,Waterford,1,8,Derry,2,13,11,19
2/10/19,Allianz Football League Roinn 4,London,2,10,Wexford,0,8,16,8
2/10/19,Allianz Football League Roinn 4,Leitrim,0,14,Antrim,1,10,14,13
2/10/19,Allianz Football League Roinn 4,Wicklow,2,8,Limerick,1,6,14,9
2/23/19,Allianz Football League Roinn 1,Dublin,1,12,Mayo,0,7,15,7
2/23/19,Allianz Football League Roinn 1,Tyrone,1,16,Monaghan,0,12,19,12
2/23/19,Allianz Football League Roinn 2,Cork,1,9,Meath,2,12,12,18
2/23/19,Allianz Football League Roinn 4,Limerick,0,11,Leitrim,0,12,11,12
2/24/19,Allianz Football League Roinn 1,Galway,1,10,Kerry,0,14,13,14
2/24/19,Allianz Football League Roinn 1,Cavan,3,13,Roscommon,0,13,22,13
2/24/19,Allianz Football League Roinn 2,Kildare,1,16,Clare,0,13,19,13
2/24/19,Allianz Football League Roinn 2,Armagh,1,15,Tipperary,0,12,18,12
2/24/19,Allianz Football League Roinn 2,Donegal,0,10,Fermanagh,0,13,10,13
2/24/19,Allianz Football League Roinn 3,Longford,0,8,Down,3,7,8,16
2/24/19,Allianz Football League Roinn 3,Louth,5,16,Sligo,0,16,31,16
2/24/19,Allianz Football League Roinn 3,Westmeath,0,13,Laois,0,10,13,10
2/24/19,Allianz Football League Roinn 3,Offaly,0,15,Carlow,1,9,15,12
2/24/19,Allianz Football League Roinn 4,Antrim,1,13,London,1,8,16,11
2/24/19,Allianz Football League Roinn 4,Wexford,0,12,Waterford,4,5,12,17
2/24/19,Allianz Football League Roinn 4,Derry,2,8,Wicklow,0,9,14,9
3/2/19,Allianz Football League Roinn 1,Tyrone,1,15,Cavan,0,9,18,9
3/2/19,Allianz Football League Roinn 1,Mayo,0,12,Galway,1,11,12,14
3/2/19,Allianz Football League Roinn 2,Tipperary,0,12,Cork,1,12,12,15
3/2/19,Allianz Football League Roinn 2,Donegal,1,9,Armagh,0,11,12,11
3/2/19,Allianz Football League Roinn 3,Carlow,1,10,Louth,0,12,13,12
3/2/19,Allianz Football League Roinn 3,Laois,0,14,Longford,0,12,14,12
3/2/19,Allianz Football League Roinn 3,Down,2,12,Offaly,0,10,18,10
3/2/19,Allianz Football League Roinn 4,Waterford,1,9,Antrim,1,8,12,11
3/2/19,Allianz Football League Roinn 4,Limerick,1,5,Derry,0,13,8,13
3/2/19,Allianz Football League Roinn 4,Wicklow,0,9,Wexford,0,12,9,12
3/3/19,Allianz Football League Roinn 1,Roscommon,1,12,Dublin,2,14,15,20
3/3/19,Allianz Football League Roinn 1,Kerry,0,17,Monaghan,0,13,17,13
3/3/19,Allianz Football League Roinn 2,Meath,1,9,Kildare,1,8,12,11
3/3/19,Allianz Football League Roinn 2,Fermanagh,0,12,Clare,0,9,12,9
3/3/19,Allianz Football League Roinn 3,Sligo,1,10,Westmeath,3,12,13,21
3/3/19,Allianz Football League Roinn 4,Leitrim,1,9,London,0,7,12,7
3/16/19,Allianz Football League Roinn 1,Monaghan,0,14,Cavan,1,8,14,11
3/16/19,Allianz Football League Roinn 1,Galway,1,17,Roscommon,1,10,20,13
3/16/19,Allianz Football League Roinn 1,Kerry,0,11,Mayo,1,10,11,13
3/16/19,Allianz Football League Roinn 1,Dublin,1,11,Tyrone,1,14,14,17
3/16/19,Allianz Football League Roinn 2,Cork,1,12,Donegal,1,19,15,22
3/16/19,Allianz Football League Roinn 2,Kildare,1,11,Tipperary,2,7,14,13
3/16/19,Allianz Football League Roinn 2,Armagh,1,9,Fermanagh,0,6,12,6
3/16/19,Allianz Football League Roinn 3,Offaly,0,15,Laois,2,12,15,18
3/16/19,Allianz Football League Roinn 3,Longford,2,15,Sligo,0,14,21,14
3/16/19,Allianz Football League Roinn 3,Carlow,1,11,Down,0,15,14,15
3/16/19,Allianz Football League Roinn 4,London,0,7,Waterford,2,9,7,15
3/16/19,Allianz Football League Roinn 4,Antrim,2,15,Wicklow,0,10,21,10
3/16/19,Allianz Football League Roinn 4,Wexford,0,14,Limerick,1,10,14,13
3/16/19,Allianz Football League Roinn 4,Derry,2,16,Leitrim,1,12,22,15
3/17/19,Allianz Football League Roinn 2,Clare,1,7,Meath,1,12,10,15
3/23/19,Allianz Football League Roinn 4,Leitrim,1,20,Waterford,2,9,23,15
3/23/19,Allianz Football League Roinn 4,Derry,3,21,Wexford,4,16,30,28
3/24/19,Allianz Football League Roinn 1,Cavan,1,10,Dublin,1,16,13,19
3/24/19,Allianz Football League Roinn 1,Tyrone,3,15,Galway,1,14,24,17
3/24/19,Allianz Football League Roinn 1,Roscommon,0,13,Kerry,2,17,13,23
3/24/19,Allianz Football League Roinn 1,Mayo,3,15,Monaghan,1,18,24,21
3/24/19,Allianz Football League Roinn 2,Tipperary,1,19,Clare,3,15,22,24
3/24/19,Allianz Football League Roinn 2,Meath,2,12,Fermanagh,0,11,18,11
3/24/19,Allianz Football League Roinn 2,Armagh,1,14,Cork,3,9,17,18
3/24/19,Allianz Football League Roinn 2,Donegal,1,20,Kildare,0,10,23,10
3/24/19,Allianz Football League Roinn 3,Sligo,1,10,Offaly,1,11,13,14
3/24/19,Allianz Football League Roinn 3,Westmeath,1,14,Longford,1,10,17,13
3/24/19,Allianz Football League Roinn 3,Down,1,6,Louth,0,10,9,10
3/24/19,Allianz Football League Roinn 3,Laois,1,15,Carlow,1,12,18,15
3/24/19,Allianz Football League Roinn 4,Wicklow,0,8,London,0,6,8,6
3/24/19,Allianz Football League Roinn 4,Limerick,1,11,Antrim,2,12,14,18
3/30/19,Allianz Football League Roinn 2,Donegal,1,17,Meath,1,15,20,18
3/30/19,Allianz Football League Roinn 3,Louth,2,7,Westmeath,1,10,13,13
3/30/19,Allianz Football League Roinn 4,Derry,0,20,Leitrim,0,16,20,16
3/31/19,Allianz Football League Roinn 1,Kerry,2,10,Mayo,3,11,16,20
4/6/19,Allianz Football League Roinn 3,Laois,0,13,Westmeath,1,13,13,16
5/5/19,Connacht GAA Football Senior Championship,New_york,0,4,Mayo,1,22,4,25
5/5/19,Connacht GAA Football Senior Championship,London,1,9,Galway,0,16,12,16
5/11/19,Leinster GAA Football Senior Championship,Wicklow,1,10,Kildare,0,15,13,15
5/11/19,Munster GAA Football Senior Championship,Tipperary,1,10,Limerick,3,11,13,20
5/11/19,Munster GAA Football Senior Championship,Clare,0,9,Waterford,0,8,9,8
5/12/19,Leinster GAA Football Senior Championship,Meath,1,13,Offaly,0,14,16,14
5/12/19,Leinster GAA Football Senior Championship,Wexford,1,14,Louth,0,22,17,22
5/12/19,Ulster GAA Football Senior Championship,Tyrone,1,19,Derry,1,13,22,16
5/18/19,Ulster GAA Football Senior Championship,Cavan,1,13,Monaghan,0,12,16,12
5/19/19,Connacht GAA Football Senior Championship,Sligo,0,7,Galway,3,11,7,20
5/19/19,Ulster GAA Football Senior Championship,Down,3,13,Armagh,3,17,22,26
5/25/19,Connacht GAA Football Senior Championship,Mayo,0,17,Roscommon,2,12,17,18
5/25/19,Leinster GAA Football Senior Championship,Carlow,0,9,Meath,2,18,9,24
5/25/19,Leinster GAA Football Senior Championship,Dublin,5,21,Louth,0,10,36,10
5/25/19,Ulster GAA Football Senior Championship,Antrim,2,9,Tyrone,2,23,15,29
5/26/19,Leinster GAA Football Senior Championship,Westmeath,0,10,Laois,0,12,10,12
5/26/19,Leinster GAA Football Senior Championship,Longford,3,15,Kildare,1,21,24,24
5/26/19,Ulster GAA Football Senior Championship,Fermanagh,0,9,Donegal,0,15,9,15
6/1/19,Munster GAA Football Senior Championship,Cork,3,18,Limerick,0,6,27,6
6/1/19,Munster GAA Football Senior Championship,Clare,0,12,Kerry,1,15,12,18
6/2/19,Leinster GAA Football Senior Championship,Kildare,1,18,Longford,0,10,21,10
6/2/19,Munster GAA Football Senior Championship,Cork,1,7,Limerick,2,10,10,16
6/2/19,Ulster GAA Football Senior Championship,Cavan,0,17,Armagh,1,14,17,17
6/8/19,GAA Football All-Ireland Senior Championship,Offaly,1,21,London,1,11,24,14
6/8/19,GAA Football All-Ireland Senior Championship,Leitrim,0,15,Wicklow,0,13,15,13
6/8/19,GAA Football All-Ireland Senior Championship,Wexford,0,10,Derry,4,16,10,28
6/8/19,GAA Football All-Ireland Senior Championship,Louth,1,11,Antrim,2,16,14,22
6/8/19,Ulster GAA Football Senior Championship,Tyrone,0,15,Donegal,1,16,15,19
6/9/19,GAA Football All-Ireland Senior Championship,Monaghan,1,10,Fermanagh,1,6,13,9
6/9/19,GAA Football All-Ireland Senior Championship,Down,1,13,Tipperary,1,10,16,13
6/9/19,GAA Football All-Ireland Senior Championship,Westmeath,1,22,Waterford,0,7,25,7
6/9/19,GAA Football All-Ireland Senior Championship,Carlow,0,7,Longford,2,11,7,17
6/9/19,Leinster GAA Football Senior Championship,Meath,3,13,Laois,0,11,22,11
6/9/19,Leinster GAA Football Senior Championship,Dublin,0,26,Kildare,0,11,26,11
6/9/19,Ulster GAA Football Senior Championship,Armagh,0,17,Cavan,0,23,17,23
6/16/19,Connacht GAA Football Senior Championship,Galway,0,12,Roscommon,1,13,12,16
6/22/19,GAA Football All-Ireland Senior Championship,Antrim,0,14,Kildare,1,25,14,28
6/22/19,GAA Football All-Ireland Senior Championship,Longford,1,14,Tyrone,2,15,17,21
6/22/19,GAA Football All-Ireland Senior Championship,Derry,0,12,Laois,1,13,12,16
6/22/19,GAA Football All-Ireland Senior Championship,Leitrim,0,17,Clare,3,17,17,26
6/22/19,GAA Football All-Ireland Senior Championship,Westmeath,2,13,Limerick,1,10,19,13
